time,inbound,processed,dropped,blacklisted_count
196,132.4828254441544,132.4828254441544,0.0,0
197,148.17208922914773,148.17208922914773,0.0,0
198,138.55341433289198,138.55341433289198,0.0,0
199,134.77464206132257,134.77464206132257,0.0,0
200,135.88788424927475,135.88788424927475,0.0,0
201,141.89417275023723,141.89417275023723,0.0,0
202,139.7791957823084,139.7791957823084,0.0,0
203,147.45536122745423,147.45536122745423,0.0,0
204,136.02962499379487,136.02962499379487,0.0,0
205,133.57783954769252,133.57783954769252,0.0,0
206,141.07537946206963,141.07537946206963,0.0,0
207,136.67912363949904,136.67912363949904,0.0,0
208,137.65915953991242,137.65915953991242,0.0,0
209,143.35108601294687,143.35108601294687,0.0,0
210,142.97367576755565,142.97367576755565,0.0,0
211,144.9666835449628,144.9666835449628,0.0,0
212,143.67443039505926,143.67443039505926,0.0,0
213,145.22707611536399,145.22707611536399,0.0,0
214,141.43088858314997,141.43088858314997,0.0,0
215,140.0190345744876,140.0190345744876,0.0,0
216,134.30978438094672,134.30978438094672,0.0,0
217,140.61931675686068,140.61931675686068,0.0,0
218,141.71164003403152,141.71164003403152,0.0,0
219,136.12509640851852,136.12509640851852,0.0,0
220,141.12907505756417,141.12907505756417,0.0,0
221,143.74639125710047,143.74639125710047,0.0,0
222,141.26928235078532,141.26928235078532,0.0,0
223,147.39301490032807,147.39301490032807,0.0,0
224,142.3504720455557,142.3504720455557,0.0,0
225,142.82867412603596,142.82867412603596,0.0,0
226,144.76429556212017,144.76429556212017,0.0,0
227,140.71390131403192,140.71390131403192,0.0,0
228,147.1034230792823,147.1034230792823,0.0,0
229,154.58296226724394,154.58296226724394,0.0,0
230,139.7247099668294,139.7247099668294,0.0,0
231,138.0907586838819,138.0907586838819,0.0,0
232,142.92347849116325,142.92347849116325,0.0,0
233,145.0927207791381,145.0927207791381,0.0,0
234,147.56376061472156,147.56376061472156,0.0,0
235,126.27883592075828,126.27883592075828,0.0,0
236,137.1247180878307,137.1247180878307,0.0,0
237,129.44236177654994,129.44236177654994,0.0,0
238,139.4620589913492,139.4620589913492,0.0,0
239,148.8018518734518,148.8018518734518,0.0,0
240,142.3052815616544,142.3052815616544,0.0,0
241,144.17870725230435,144.17870725230435,0.0,0
242,137.33368402528401,137.33368402528401,0.0,0
243,138.0265538392251,138.0265538392251,0.0,0
244,136.15730615784832,136.15730615784832,0.0,0
245,140.27520782873583,140.27520782873583,0.0,0
246,140.1623395559132,140.1623395559132,0.0,0
247,151.51888450617238,151.51888450617238,0.0,0
248,132.63821040024445,132.63821040024445,0.0,0
249,140.7237788026403,140.7237788026403,0.0,0
250,129.15870808893786,129.15870808893786,0.0,0
251,140.92990617404854,140.92990617404854,0.0,0
252,134.93076782940074,134.93076782940074,0.0,0
253,135.10267036334446,135.10267036334446,0.0,0
254,139.67483262776648,139.67483262776648,0.0,0
255,136.86883175466028,136.86883175466028,0.0,0
256,139.52513294553657,139.52513294553657,0.0,0
257,135.03494376749344,135.03494376749344,0.0,0
258,133.7683251507346,133.7683251507346,0.0,0
259,130.9342741257433,130.9342741257433,0.0,0
260,132.73995721018753,132.73995721018753,0.0,0
261,131.16862211841777,131.16862211841777,0.0,0
262,131.7665768798511,131.7665768798511,0.0,0
263,122.25207426481562,122.25207426481562,0.0,0
264,132.6137378342813,132.6137378342813,0.0,0
265,129.26456163325417,129.26456163325417,0.0,0
266,130.6001917572826,130.6001917572826,0.0,0
267,136.03576677997376,136.03576677997376,0.0,0
268,135.37631175540332,135.37631175540332,0.0,0
269,122.49904316342797,122.49904316342797,0.0,0
270,127.09498842495923,127.09498842495923,0.0,0
271,125.19430978464507,125.19430978464507,0.0,0
272,125.2363660589875,125.2363660589875,0.0,0
273,129.3069325809218,129.3069325809218,0.0,0
274,127.56001884923624,127.56001884923624,0.0,0
275,122.72095284197563,122.72095284197563,0.0,0
276,127.49527933390446,127.49527933390446,0.0,0
277,132.19854179057535,132.19854179057535,0.0,0
278,129.78704968125143,129.78704968125143,0.0,0
279,121.11872874949007,121.11872874949007,0.0,0
280,128.76504490615076,128.76504490615076,0.0,0
281,134.11945583301377,134.11945583301377,0.0,0
282,116.13287429006706,116.13287429006706,0.0,0
283,129.99948127345573,129.99948127345573,0.0,0
284,122.74565440318744,122.74565440318744,0.0,0
285,123.38860589389718,123.38860589389718,0.0,0
286,116.34698371270856,116.34698371270856,0.0,0
287,125.77462887275738,125.77462887275738,0.0,0
288,119.9465688522258,119.9465688522258,0.0,0
289,120.0251570306255,120.0251570306255,0.0,0
290,120.50561550639046,120.50561550639046,0.0,0
291,118.47769850848341,118.47769850848341,0.0,0
292,111.82997823221415,111.82997823221415,0.0,0
293,110.37646676144539,110.37646676144539,0.0,0
294,121.7723140649619,121.7723140649619,0.0,0
295,125.23388120238587,125.23388120238587,0.0,0
296,123.10477839353595,123.10477839353595,0.0,0
297,119.86299519033169,119.86299519033169,0.0,0
298,122.129847551231,122.129847551231,0.0,0
299,115.04803264479146,115.04803264479146,0.0,0
